 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
 -6.46244812  5.87695599  1005.99438
